text,ground_truth_labels
my child is skin getting badly red   nd i hv tried johnsons cream   diaper safe cream    coconut oil but iys nt getting better completely   nw wat i shud apply on diaper side   she is feeling very irritated nd ithchy   nt able to wear diaper at all,Que
no solids before 6 months and sucking finger is normal    ,NotQue
hello friends meri 2month ki beti hai usko feed krvaney k baad breast mein pain hone lag jati hai koi ganth b nhi hai      kya pain normal hai,Que
hello moms  mere baby 8 months age ki back pe aise red red dane ho gye hai may be garmi se   mai malish b roj ni krti or jb krti hu coconut oil se krti hu  khane me banana  khichdi  suji hlwa or one time fm kbhi kbhi mango    plz suggest home remedies to cure this  tia,Que
hlooo lovely moms mujhe puchna hai ap sbi se last sunday polio day tha may tb out of city thi same day to polio drops nai pila ski next day may gov hospital gye apne baby ko drops pilane to vha mujhe yeh keh kr vapis bej diya k drops apke bache k liye nai hai yeh drops only jhugi jhompdi   hut   me rehte hai un bacho k liye hai mene vha k doctor se pucha to unhone v yhi bola k hmare bacho ko polio drops k koi jrurt nai ap btao k hmare bacho ko drops jruri hai ya nai  hello lovely moms i want to ask you the last sunday day from sbi   i was out of the city   the same day was the same day   i didnt want to drink my baby   it is not for your left   this is the only thing that i have asked for you   i have asked the doctor for the children who have asked the doctor for their children   whether it is necessary or not    rate this translation,Que
hlo moms which soap nd shampoo r bst for my 5 mnth baby,Que
u can use palm candy   which has natural sweetness  ,NotQue
besan malayii haldi mix krle pest bnakr usse nahlaye  i do the same with my baby  ,NotQue
try introducing toys which are for both gals n boys like kitchen set   teddy so that baby can learn that both can play with these toys   ,NotQue
hello mom    i need yo know when i can start giving my baby chicken soup   she is 9  5 months old,Que
avoid cerelac   if u want to give then give only one time bcoz baby is only 6month,NotQue
sataya nhi h i love him a lot he is my lifeline,NotQue
i did following    1  soak methi seeds in night and eat seeds wid warm water in morng  2   prepared mixture of fennel seeds   cumin seeds   little ajwain   flax seeds  dry roasted   this helps for milk as well as digestion  3   methi seeds kheer  4  eating raw garlic in morning,NotQue
my baby is 5 n half months old   i breastfeed till now    i feel my bm is not sufficient for the baby   so i started giving formula   but he is vomitting whenever i give formula   wat to do   pls tell how to satisfy my baby hunger,Que
hello moms my daughter completed 7 months   can i give oats as breakfast       ,Que
which oil is best and more beneficial for massaging 9 months old baby in summer coconut oil   dabur lal or desi ghee   i was using olive oil till now  want to change it now  ,Que
how to train a 17 month old baby   he s biting everybody max times which cause smart pain n throwing anything which s in his hand    how to train him ki as a result someone cause to suffer  plz suggest  ,Que
my baby 5 mnth nt takng bm from other side last 5 days what to do  ,Que
hi all after pregnancy ceserian i lost 15 kg   whats ur experience,Que
hello frnz   mere bete ko constipation ho gyi hai    bhut rota hai poo time plz sggts any home remedy,Que
my son is 5 years old now   when he was 2  5 he had less hemoglobin   so doctor told me dont gave milk n start food,NotQue
can i use this remedy for my 2 month old kid  ,NotQue
check online dear   they have very cute options   you can check firstcry or even amazon has very good collection       ,NotQue
hi all    my boy is 7 n half mnth old    can i gv him smshd carrot    usme namak dalna he or nahi,Que
hloo to oll mommies      cn u pls gv me sm ideas about removl of strech marks    ,Que
azwain pani aur daliya n sauf water do    bm increase hoga         dahi aur buttermilk b   acha hota h,NotQue
i hv a join family in home town but i stay at delhi with my husband and 2 babies     nuclear family    but i lv join family    ,NotQue
kal mere baby ko vaccine diya 16 month ka   dpt booster   pr usko jyada pain ho rha h aur temp   bhi h kya karu plz help me              ,Que
dont wear him diaper until he gets relief and apply coconut oil or rash cream      ,NotQue
hi mommies       i have multiple fibroid in uterus     do u have any knowledge how to reduce it without operation       will u share any experience if anybody have       thanks,Que
deepti amit kumar sorry yaar being a mom i can understand       choti choti cheezo se bhi badi tension hoti hai       jab aap doctor ko visit karlo to batana jarur kya bole wo       take care,NotQue
helo guys    10 days ago mene apne 6  20 day baby k dry cough k regarding post kiya tha      ab baby k chest me cough reh gya h      awaj aari h uski breathing k samay      wat to do      ,Que
aap kaun sa milk dete ho usko  ,NotQue
congratulations tc of health dont worry it will b cured,NotQue
ap ek baar doc se consult karo   they will check everything and then she will advise           its a god gift           if she allows go for it,NotQue
johnsons baby oil is good   have tried and tested on my babies     ,NotQue
when is the best time to give bonnisan to infants      how much gap before feeding so that baby doesnt vomit milk  ,NotQue
my baby boy is 2  4 years old and his weight is 12  6 kg   is it ok    ,Que
kya price pay ki aapne  ,NotQue
kya puchna hai bole,NotQue
hi ladies      my son is 4 n half year old        when he sleeps he never closes his eyes completely  one fourth or less remains open       how can i help him so he close his eyes completely        do i need to teach him any type of exercise      do reply      i not look all the time,Que
hi all    can anyone post the recepie for making chand  kan mai  bindhi for babies with sabudana    tia,Que
hello mommies     can i give milk  biscuits to my 9 months old baby    ,Que
vitamin d is required for every one and very imp for kids as its deficiency can cause rickets,NotQue
my baby girl will be 5 months in coming 29th aug   with doc suggestion i started daily one meal solids   today i gave carrot pure   she did potty which look like carrot coloured   hope nothing to worry  ,Que
mera beta 10 month ka hai   use sab kuch daoti hu khane mei  roti bhi khata hai curd or dal mei bhigo kar   but my mother in law say to me abhi chota hai roti mat do  kya roti abhi nahi daini chahiye  ,Que
i have an honest request from all the mommies in this group       if your child has some form of injurydisease       or your pregnancy has some complications       please please please go to the doctor first         we all may have experience of having kids       but finally the doctor knows what is best for youyour kid at that time         please first go to the doctor and do what he says         besides what the doc says if you need any home remedies or advice       you can ask us here         but pls       go   to   the   doctor,Que
hlo moms mera beta 11month ka h use kafi jada cold ho gya h ao nhi pa raha bilkul to ky kru  hello mother my son is 11 months old   he has been cold enough   but i am not able to do so      rate this translation,Que
aplly coconut oil and shampoo and again apply coconut oil and comb it   do this process daily  ,NotQue
merai baby ko loose motion huwi thi 3dys phlai phr dctr cnslt kr ky medcn dia bt abi bi din mai 45 times poti krta hai is it normal      ,Que
try massaging with coconut oil or gheemalai   you can do it in the morning and at night  ,NotQue
its ok        but dont eat afterwards        ,NotQue
hi frnds    my 12month baby sits lke w shape  am trid to chang her sttng position  bt nt workd  is thre any problm      ,Que
agar apke baby feed karti hai to aap uske ear mai apne dudh ki ek do boond daal de or phir ear ko rub kar de,NotQue
how to use vicks babyrub for my 10 month old daughter        she is suffering from cold n running nose      pls admin approve my post asap        she is getting irritated,Que
how can i increase my childs veggie intake   any interesting recipes,Que
pls baby ko silverex lagao     coconut oil m rattan jot milakar apply karo nishan m hatt jaega n pain m b relief milega,NotQue
avoid packaged juices   they are really very harmful  ,NotQue
hi my daughter is 9months she have a nappy rash pls help what i must use,Que
hello mommies   my daughter is 21months    suddenly her appetite has fallen down    please advice me    how to increase her food intake    thanks in advance  ,Que
hii all  meri 11 months baby k whole body me daney nikal gaye hai like ghamorian      but its not ghamorian     please bataiye yeh kaise jayenge      hii all   my 11 months baby has passed away in the body   like it       but its note     please tell me how will it go        rate this translation,Que
wats the mean of uti,NotQue
what an idea medam ji    ,NotQue
my baby is 15 month old nd i give him to havy diner so he is not wakes up full night      ,NotQue
hi my baby is 5 months old    jab vo born hui thi to bht fair thi    phir use oil laga k dhoop m rakh diya jisse vo sun burn hogai      plzz tell d remedies for her fair skin,Que
that is ova leaf       ajwain herbs leaf,NotQue
hello mommies  mere baby k pair me toe k upar thodi c swelling ho gayi  aisa q h n kya lagaun mai  pls tell me,Que
any solution for travel sickness   car   my daughter is 15 month old n she olwez vommits while travelling      ,Que
what can i do to cure cold and cough of my girl her age is 3 and half months,Que
thanks     will try,NotQue
its normal   dont worry   you can consult pediatrician if you think its necessary  ,NotQue
my baby eat nothing from 4 days like rice  puree  roti  home made cerelac  oats  even milk also what can i do  she is 14 months  weight has been loss from 10kg to 9kg  tia  ,Que
hello mommies     its urgent   my daughter is two years    she has loose motion problem    kindly tell me any home remedies    ,Que
what food given 1 yr old baby at night,Que
i m in nuclear setup     so can gv more time to kids as hv less household work to do        but sometimes miss in laws when baby is very cranky nd not allow to do any work        both have pros nd cons,NotQue
this may be due to mosquito bite   apply coconut oil  ,NotQue
7 years ki diet chart plz,Que
c section hone ke baad kitne hurs mai pani pina chaiye aur kya khana chaiye    ,Que
patch test ur baby skin it differs for each baby   my daughter was massage wid sarson oil bt it didnt suit my son   coconut n olive r believed to b d best    also almond is gud bt coconut is pocket friendly then d other too   all d best,NotQue
does ragi causes cold to my baby   after giving ragi soup my baby is suffering from cold   what does it mean   ,Que
really you are great salute to you,NotQue
hey girls m living in lucknow i hv heard about nipah virus toh i stopped giving fruits to my infants plzz tell me is dis real news n if yess den what precaution r u taking plzz tell me ,Que
hii    mera baby 1month 15 days ki h      usse gas problem ho rhi hh   wo bhut roti h   kuch smj ni araa kya kruu  plzzz mri help kijiye    ,Que
let them sleep its good for their health and when they are in deep sleep we should not disturb them because that time oly their brain will grow,NotQue
hello mumies          pls give ur sugeestio         meri baby girl 8 month ki h uske infection ho gaya tha suji tlc nd crp jayda h      blood infection kar k vo admit b rahi hospital m antibiotic ka to course pura ho gaya but abhi bhi uska infection thik n hua h      doc ne bhi aur antibiotics dene se mana kiya h      pls suggest kya karu m        kya khilaun    kya care karu jo use jldi thik kare        am tensed      ,Que
can i give banana to my 9 months baby she have motions is it ok for giving banana,Que
try yoga  but first check which are safe for hypothyroidism and which are for hyperthyroidism,NotQue
hii friends piriod khulke aane ke upay btaiye aj mera first day h par thik se piriod nai aate pls tia  hi friends   my first day is to come   today is my first day   but i dont know how to do it      rate this translation,Que
do i need to apply any stretch mark cream during my pregnancy period only   why  ,Que
my daughter is 1 year old bt i dont have my periods till now   is it ok,NotQue
hello mummy my 2 years old baby is pooping little little after per 12 hour  he doesnot eat aleopathic medcn after giving aleopath he bomets his stomach is geeting warm wt i do plz suggest me home remendy  he poops like water,Que
whenever weather is changed my baby gets cold and cough with high fever nearby 104    is it normal   pls suggest me  ,Que
is it digestible for my baby  ,NotQue
hello what doses of this tonoc for my 2 yr boy    and is this tonic really help your baby  ,NotQue
dudh niklna is nrml   meri beti 6 mnths tk niklti thi,NotQue
i take jeera 2 tym a day bt didnt get response more      ,NotQue
by the way how u did this   ,NotQue
hii mothers      my baby is 3 months old      he was gaining gud weight befre 3 mnths but suddnle his weight gain stppd      he was 5  6 in 10 week and in 12 th week also he was 5  6    exclusively in bm      nw pediatrcn sayn to give him toned milk with sme sugar      wat do u thnk    anyone else gone thru this situatn    plz help    ,Que
hmm  wo b khaye    baki sb b taste krte rahe   bs kisi ko btaye na  k kya kya khaya,NotQue
take one thin stick from tamarind n dip in coconut oil n insert in potty hole      she will poop in 5sec,NotQue
its normal   i have never done these things of nazar and my baby is 14 months old   happy and healthy   pls   dont believe in all this and dont promote these things   god has created a beautiful world without these tona and totka   you just need to be positive and trust on god  ,NotQue
i was told water is necessary once solid starts for babies     else it causes constipation     saw that happening with my dd as well,NotQue
hlo frnds mera baby pichle ek hafte se kuch solid nhi kha raha kya karu mein iskeliye,Que
hi frnds how r you          meri ek prblm h jo apse share kr rhi hu plz suggest kriye k kya kru  actualy meri baby 2  5year ki h now adays wo bahut ziddi ho gai h hr bt pr rone lgti r koi bhi saman samne dikhta sb fenk deti r jb tk uski zidd puri n wo roti rhti even kpde pehnane k liye bhi presan krti h hm bilkul presan ho jate h bahut kosis krte k pyar se mana le but nhi manti h         kya es situation ko kaise handle kre,Que
hlo everyone       meri baby girl sara din soti nhi hai    bs nyt me 78 hours soti hai      kya kru me    plz suggest me       thnku    ,Que
do this exercise       it really works           mera back pain abhi kum hai     100 percent it will work      ,NotQue
when does v start feeding cerelac to babies  ,Que
figaro olive oil is best,NotQue
how often should potty seat be washed   cushioned potty seat with handles thats placed on top of commode   while potty training    especially for girls between 23 yrs old who are yet to learn proper toilet habit   what cleaning agent do u use for cleaning the seat   im mainly concerned about hygiene    pls give your suggestions    ,Que
mera baby 16 month ka ho gaya h muje bf chudwani h to me kya karu  my baby has been 16 months   i have a boyfriend   then what should i do      rate this translation,Que
i also gave wen i baby 3 months old,NotQue
hi friends  after six months baby ko konsa milk dena chahiye  please bataye,Que
hii mummies mere 2 year baby ko fever aaya tha   fever to ab nhi hai bt usne khana khana bilkul bnd kr diya hai jyada jabardasti kro to vomit kr deta hai  plz guide me mein is waqt bhut pareshan hu  ,Que
moms please let me know remedies for colic pain  ,Que
how to wash the sterlised feeding bottle i mean is there any liquid to wash it,Que
i am also gvng fm,NotQue
hello mommies   i have been detected with thyroid   please let me know home remedies to keep it in control  ,Que
my 19months boy has blood dysentery from last saturday         doctor prescribed antibiotics but nothing worked         due to this   he couldnt sleep properly       is there any remedy          ,Que
dry fruits are very rich in energy   may your child is allergic to them  check with your doctor dear   ,NotQue
baby k salon se kab bal cut krane chye age bta dein mera beta 18mnth ka hai wo darta h rota h wapis le ate hen hm plz plz bta dein  when you want to cut your hair from babys salon   tell me   my son is the one who is afraid   he cries back   please tell me      rate this translation,Que
dont give bakery product give home made food like suji  chapati  upma,NotQue
we know that pads are a threat to global enviornments and tampons and cups are too weird and uncomfortable to wear      then theres no option        ,NotQue
hello moms     how you manage school timings and extra curricular activities    ,Que
can i give dhudhi soup to 7 month old  ,Que
meri baby ko tin din ho gya kuch kha pi nahi rhi sirf bf le rhi     aur hum log trip pe hai     achank se aisa kaya hua use     bahot tension ho rhi mujhe     plz help me moms,Que
its urgent admin please approve my post my 16 month baby is facing acute gas since 10 days tried everything hing ajwain water bonnisan colicaid colimax nothing is working she is vomiting after gas comes out not eating anything please help she is crying a lot due to pain,Que
hi mommies  which is the best baby bath and skin care brand  ,Que
baby ko dabarlal tel lgana chahiye kya    ,Que
my baby sweats during feeding any problem    ,NotQue
please read this and dont play with your baby body parts,NotQue
hi all gud mrng     my baby boy is 7 in day time only 45 times he takes bf and full nyt while sleeping i should b feeding him     he will not drink milk den too he dont want to take it from mouth         he ll not leave me to turn also     plzzz help me how to change his habit,Que
at which age toothpaste should be introduced to a baby along with brush  ,Que
mom plzz reply karna zarur hm 1 week k liya vasnu davi mandir ja rh h mara baby 12 month k h hm uska liya kya kya lakar jy jo uska usa k liya ho  mom please reply me   i am going to be a 1 week old temple   my baby is 12 months   what will we bring to him who has taken his usa      rate this translation,Que
hii moms meri beti 9 month ki hai uska weight 8kg hai pls help mi sahi weight hai ya nhi    hi mom   my daughter is 9  months   she has 8 kg   please help me or not      rate this translation,Que
2  5 month old baby girl k shoulder par se baal nikalne ka koi aasan upay  any easy remedy to remove hair from 2  5 month old baby girl      rate this translation,Que
hi i m 9 month pregnant   today i noticed a small amount of bleeding   is it normal      ,Que
heloo beautiful mommies    mera c  section huwa tha abhi one year hone wala hh but mere periods nhi hue last three month phly thoda hue thy us ke baad nhi hue is it normal       ,Que
ab krna shuru kr do baby boy ke private part pr roj oil lgao skin upper niche kro or roj bathing ke time us pr upper se pani dalo,NotQue
try giving steam in your presence or when he sleeps       eucalyptusnilgiri oil is also good,NotQue
my child is 4 years old and still isnt interested in eating solids   she likes eating crunchy stuff like mathri but doesnt want chapati   is this normal  ,Que
my baby palm and feet some time warm   is i consider normal or fever   plz clarify,Que
hi momz        kya body ko set krne ke liye mai hem pushpa sirp use kr skti hun  mera bcha 1 yr 1 day ka hai      mera weight bhht hi jaada hai        ,Que
normal h dont worry,NotQue
u can also give her rice or rice flour roti,NotQue
hello mums mera baby 16 month ka hai kuch nahi khata bahut duble patle kya karoon bataye please,Que
my mil says you have to take only and only rest   but i think small amount of work doesnt cause any harm in pregnancy   guide me what all i can do   ,Que
he doesnt have constipation,Que
in my case heartbeat came true i have a boy his heart rate from 5 the mth was always below 140,NotQue
my lo is two months old and having bf and fm  she starts crying by 7 pm and stops around 2 am   doctr says its colic even though i gave drops also she is crying   she refuses milk during those hours when i hold her stomach or make her lay down on my chest she stops crying   have anyone has this problem   plz suggest me some remedies,Que
my baby also 13mnths aapki baby is time p kitna milk leti h my daughter does nt drink even 1 sip       n khana bhi boht km khati h sb kuch forcefully mooh meii dalna hta h      ,NotQue
my child struggles to digest food   he keeps on roaming around to get a burp   how can i help him  ,Que
i use baby wipes from honest brand they are good and 100 organic  ,NotQue
sudeshna guhathakurta sarkar thanku soo much for the info     it has certainly added clarity to my doubts ,NotQue
hii depti malhotra mother dairy milk kaha milta he wo pure cow milk he kya    ,NotQue
dont worry dear   kids take their own time to sit or stand   dont force them   just give them free space   the more they are exposed to free space the more they start activity   ,NotQue
my daughter is 8 yrs old she has stomach pain headache and vomiting sensation in the morning time only  doctor told it may b a migraine but i think its gastric because she wont eat anything in the morning not even a milk   so please tell any home remedy for this problem i m really worried  thank u  ,Que
my son is also 2  1 and speaks only few words   keep talking to her and repeat each and every word daily   i am doing the same,NotQue
hello dear moms  i having 8 month baby   she is suffering from running nose  cough and cold   so anyother moms give me home remedies  ,Que
urgent    my baby boy 22 month   his privet part swelling   today i visit doctor   one surgen also   sergen tell phimosis operation because no ointment massege work now plasma or something there   my baby s doctor said wait 23 month and massage with ointment sometime massage cleare all thing and also baby too small   please tell anybody face same problem   dnt knw what to do   is any risk in operation   help me please,Que
zyada diaper use se       kya hota he doctor ko puchhne     its dangerous       hume sirf 7 days pad lagane par kitna uncomfortable hota he       isiliye babies ko jitna kam diaper pehnao utna achcha       only for traveling tym or at nit tym,NotQue
hi friends       my sister in law is 5 week pregnant but now kidney stone problem         can anyone suggest any home remedies to reduce the pain as well as not to be harmful for the baby cos she is in so much pain      ,Que
give him banana   it is very good for loose motions  ,NotQue
include foods which helps to increase appetite like ginger   cinnamon   etc  ,NotQue
hello every1          my 10 mnts old baby not eating anything or take milk from last 3 4 days          what should i do           plzzzz help mommies,Que
hw many teeth ur 14 month old baby has     ,Que
ya this is d reason i dont want to use uptan,NotQue
hello mommies meri beti 8 months k h uske teeth aa rhe h to body garm h irritate ho ri h pain h use or loose motion v 1012 bar kr chuki h what can i do plz suggest dr ki medicine v kam ni kr rhi h     ,Que
hi frds meri baby 6month ki h uske sar ke niche back me dono side gol gol c gaathe ho rhi h or gale me bi ho rhi h plz suggest me,Que
hello mommies mera lower abdominal me bahat pain ho raha hai     pls do suggest sumthing kya karun,Que
hello mommies my 4 month daughter start bm directly widout any nipple or bottle from one month bt when she sucking i have pain in my whole chest plz suggest something thanks in advance   plz reply fast  ,Que
punishment is fine   then again it has to be in the form of learning   there should be some hidden lesson in it  ,NotQue
prema jayasankar her daughter also wasnt feeding properly     and wasnt peeing adequately either       turned out that she had urine infection       fever didnt go down for a month and she had to be hospitalized for 5 days       a lot of tests were done on her and in the mcu   micturating cystourethrogram   test it was found that her bladder valve isnt working properly and now she will need surgery to correct it      ,NotQue
ys     definitely it will help    ,NotQue
hies moms      my baby hes 10 months so i wanted to know thats is good to give my baby a rice,Que
for how many days it will stay fresh    ,NotQue
swathi dilisha ye soap kaha milega,NotQue
grind and give in small   so that baby can swallow easily    u can give with milk,NotQue
hi mommies   my 3 mnth baby passing watery stool very frequently   he takes only my bm  plz suggest   i m too worried,Que
can we give musli on regular basis to 4 year old kid,Que
i have cured my thyroid with yogaujjai praayaam  it has never returned,NotQue
plz mujhe koi batayega ki bachhe ka hath jal jaye to uska dard aur jalan kaise kam kare       aur jaldi thik kaise kar sakte hai,Que
hi mommies what kind of story book or picture book we can buy for babies for 4 month n above,Que
what is the matter i mean what happened,NotQue
no no not at al  nuts after 1yr baby cant dijest now,NotQue
hi moms  me janna chahti thi k kya 6 month k baby ko ghr ka jama hua dahi khichdi me dalkr de skte h  ,Que
u can massage wd mamaearth baby massage oil   it has jojoba olive n sesame oil  dermatologically tested n chemical free,NotQue
you have to face these types of problems at initial stage      bcoz baby dont know anything          so you can press the nipple and feed your baby        it will take time but slowly slowly baby will get habitual and after some time baby will start taking feed          ,NotQue
which coconut oil is best for baby in summer,Que
hi mommies      i m first time gonna give daliya to my 10 months old baby  please tell me daliya s for breakfst or lunch or dinner     kindly share the recipe also    thanku lovely mommies  ,Que
can i give cerlax to my 4 months completed boy baby,Que
plz help me  mera baby wall se cement kha raha hai kya kru        mai use calcium ki goli b deti hu          thnx in advance,Que
pahle baby ko kitna year ho gya h,NotQue
same with my baby main usko sone k tym achche se khana khila deti hon fir wo full night nhi uthti if i force to feed wo fir bhi nhi feed krti almost 12 hrs ho jate h is it correct or not   ,NotQue
hi dear    mother milk has 90  water which provide healty things not weight    its good for brain devlopment     so no need to worry ,NotQue
give it with spoon when u give lightly press tougnue with spoon till he take medicine inside  ,NotQue
my baby is 10 months old she has dry skin due to which she develop rashes     she is sensitive to milk     after taking bath smtimes her skin deveops red rashes,NotQue
in morning u should take doxinate first then eat something,NotQue
i am having digestion problems which is causing very restlessness to me what to as i am 7months pregnant     ,Que
hi    my baby is 15months     i am feeding till now but my weight is reducing day by day and becoming lean     to increase my weight what shall i do   can you plz suggest me       ,Que
hi m mother of twins so didnt get much time to breastfeed both   i introduced top feed   initially i use to breastfeed mostly and top feed in between but now as they r approx 3 month old slowly breastfeed gets neglected  wat to do   m worried ,Que
hello all my baby is 8 month old      my periods are 25 days late    i am having regular period since 1 month after delivery      no pregnancy chcked twice   bf my baby along we formula    any one had similar case  ,Que
yes please do it immediately you will be relieved      ,NotQue
hello everyone meri sister in law ka beta 2din pahle huaa h wah urine bahut kam kar ra h 8ya 9 hour m ek bar wo v jis samay potty karta h potty bar bar kar ra h       kya ye normal h     please advise me   hello everyone   my sister in laws son has been 2 days ago   she is very small   8 or 9 hour   i am the one who does it once again and again       what this is normal     please in advice     rate this translation,Que
should we store in the fridge  ,NotQue
my daughter is 2  5 yrs old her weight is 9 kg can i i give her pedia sure or junior horlicks,Que
baby ko achha healthy golu molu bnane ke liye kya de 1year baby ko,Que
hi dear    please consult with doc once n take lukewarm water with cumin powder it will help you  ,NotQue
yes both item you can give but egg half boil and chicken in soup form,NotQue
how to teach my child to share   he is 6 and doesnt want to share,Que
you can read short stories from panchtantra   bhagwad gita or any other religious books along with poems and nursery rhymes  ,NotQue
hlo moms      kya 11 month k baby ko idli de skte hai n kya fry krke de skte hai,Que
hii friends im sushma of 25year old and i have a 3and half month baby   my problem is after the delivery of 2 months im facing a fungal infection on the skin of my body and it is spreading in the body i consulted the doctor also so no use   so pls tell me the remedy for my problem  ,Que
dont give roti   u can give   dalia  first grind it properly in mixture then prepare it      liquid dal adding a little ghee to it    can even give rice with that dal   boil apple n mashed banana with a little milk in it  ,NotQue
my baby is 16 months old   from past few days he sleeps late like 2 am   if we wake him up early he become irritated    pls help,Que
dear frns what can i use to wash 3 months old baby head    except market,Que
hi all it is necessary to use dentonic to 6 month baby for teathing thanks in advance,Que
this is urticaria           means pitt           take citrazin but after consulting with doctor,NotQue
hi mam     my baby is 8  5 months old      i am feeding her home made cerelac   oat meal with fruit puree   khichdi     morning times i give idly    steamed dosa and ghee omelette some times      i am a working women do i breast feed her 3 times a day and give formula 3 glasses      is this fine   or should i introduce rasam or dal rice anything like that     i give khichdi only once a day      my baby lost weight more initially she is now growing steadily     her weight now is 7  35kg    ,Que
dear mjhe 7 days ho gy h use bottle na dea hue   is bich usne bhut km milk peea h mjhe lga apne ap peene lg jaega bt no,NotQue
hello everyone meri daughter ka pau dab gaya khelte huye   an vo pau pe zor deti he to dard ho raha hai   maine haldi n namak lagaya hair use thik ho jayega na   any other suggestions pls tell    hello everyone   playing the pau of my daughter   i dont know that he is getting hurt   i didnt add turmeric and it would be fine   other other  plus tell      rate this translation,Que
hi everyone    can you suggest me a chart what to feed my eight month baby    wud b really helpful thanks,Que
jeera or cumin also has cooling properties but take it only after consulting the doctor,NotQue
hello  mommies mera baby 2mnth 18 days ka hai    uske pair me aisa ho gya hai is it normal or not    mdcn li hai but no relief,Que
uske khane me ghee and butter ka use jyada karo meri beti bhi phele aise thi but ab uska weight theek h she is 11 months,NotQue
how to treat rashes on baby face and body,Que
starting it will take some time and after that it will start working with in hours    ,NotQue
meri beti 10 month ki hogai h or cerelac ke alawa kuch nhi khati        plz kuch suggest kijiye,Que
both   i have twins one boy and one girl,NotQue
roti khilate kese ho use,NotQue
plz moms    meri aap sabse req   hai babies ko kuch b hota hai to plz aplog uske badhney ka wait mat kiya kriye        plz usko doc   k pass jitaa jaldi ho sakey le jaya kriye            babies bht chotey hote hain koi v pain ya taklif sehne k  liye ,Que
mera 9th month start hogaya h       aur mujhe white spotting ho rha h       is it any problem       or labour pain k liye symptoms h     wht to do      ,Que
which is best formula i m using similac advance stage 2,Que
ohh ok      thanks    will try for my baby      2 ml two times a day    ,NotQue
ragi kaha say mile or price kya hai,NotQue
hii my son is 17 months old   yesterday doctor said his penis foreskin is very tight need to be operate later  i m very scard kindly suggest  ,Que
my son is 2 years old and we are planning for a 2 day drive trip for his head shave   what food shall i give him   he is not used to packet milk  ,Que
my daughter is six years old so her childhood nike name is pari,NotQue
its urgent       plzzz rply fast       mera beta 2  08 years old h   use muh m ulcer ho gye h jiski wajah se use pain h       bhot ro rha h 2din se   or kuch kha pi b nhi rha h kl se   dr ko b dikhaya pr koi relief nhi mila use   koi home remedy ho to plzzz jldi btaiye        its urgent       please rply fast       my son is 2  08 years old   he has become a lot of mouth   because of which he has pan       so crying on 2 days   i havent been able to eat anything from yesterday   even if i havent found any of them   i cant get any homework   please come fast      rate this translation,Que
can you please tell me what happened after c section i mean to say what type of changes occur in body n health         thanks to all,Que
hi everyone  i need ur help im 394 days pregnant  aaj subah se sine aur gale me bht jalan ho rhi h kya kru plz reply soon  thanks in advance,Que
my lill angel is 9 month running       m lucky dat she is not a fussy eater       hehe  my ques is dat can i give her rice water at 8pm for dinner       i mean is it enough for her age     ,Que
you can also apply hing paste   hing and water   on the naval area   please dont put inside the naval just around it   gas will pass instantly,NotQue
hello friends        mere twins beby hai unka 1st birth day 27 jun aane wala hai      sab kehte hai b  day bdha kro      par ham nhi chahte      kyu ki bacche bhot chote hai      hame kya krna chahiye      plz suggest kro      ,Que
hello friends mera beta almost 4 years ka hone wala hai    uske teeth bhot kharab ho rhe    wo sweets bhot khata hai to almost sari jaado mein keeda lga hai    to kya itne bacho ki filling karwani chaiye becz ye milky teeth hain     toot jayenge permanent teeth thk aayenge na,Que
leptadin medicine is best,NotQue
my child is unable to digest milk   i have tried cow milk and buffalo milk but she vomits everytime   she is 3 and i want to give milk regularly   what to do  ,Que
my boy used to do the same     make her burp     for gas use colic aid or else put her on her tummy n massage her back in clockwise direction     n make her sleep in inclined position     slowly slowly she will get improved     but it will take tym     with months vomiting km hogi     pr puri tarah khtm ni hogi   by 6 months she will b fym   according to my experience     all d best    ,NotQue
jeera 250 gmssof 20misri 20jarn20  isn sabko leke mix karke ek bottle banake rakho every one hour have one spoon of it and milk me jeera aur chuhara dalke boil karke piyo 101 will work me too had same problem most important apart u try anything just positive socho that u had maximum milk to feed ur baby ur baby wont remain hungry ur milk is enough for him aise soch rakho ek din me farq dikhega     ,NotQue
harde do  ho jayega,NotQue
i asked any other suggestions if its no  whats wrong in that    ,NotQue
six months i gave my daughter boiled and mashed rice with some jeera flavour for more baby food recipes you can check www  mylittlemoppet  com,NotQue
problems abb nhee hotee   problems longrun may hotee hai   if u r putting pressure on babys digestive system while its developing   digestive system weak hojata hai   aagay jaakay bohat saare digestive issues aayenge   jaise ki acidity   indigest   stomach ulcers n all         thats y doctors suggest solids after 6 months n animals milk after 1year   if something happens   we runs to doctors n if drs r telling something then we dont listen to them   cows milk s according to calves requirements as their physical structure is heavier than human babies   iss may phosphorus jaise cheesay bhee bohat zyada hotee hai which s heavy on babys developing kidneys   dont put any pressure on babys organs while developing   bcz aagay jaakay bohat problem hota hai bachon ko   hamm apnay bachon qudd risk may daal rahe hai   the main problem is lack awareness about cows milk           iam telling my experiences   rest is upto babys mother       mothers know the best     tc,NotQue
i am using himalaya body lotion for my baby  ,NotQue
jaya aviral mishra yes dear           urine pass k time agar 2nd jaisa ni huwa to tab prblm hoti he n sex k time too    so 2nd jaisa hona chiye in do conditions me only,NotQue
what are the best rhymes for my 6months old baby  ,Que
